R_fighter;B_fighter;Winner;win_by;peso_forca_vitoria
Iuri Alcantara;Iliarde Santos;Iuri Alcantara;KO/TKO;0.5
Jussier Formiga;Chris Cariaso;Jussier Formiga;Decision - Unanimous;1.0
Lucas Martins;Jeremy Larsen;Lucas Martins;KO/TKO;0.5
John Lineker;Azamat Gashimov;John Lineker;KO/TKO;0.5
Fabio Maldonado;Roger Hollett;Fabio Maldonado;Decision - Unanimous;1.0
Rustam Khabilov;Yancy Medeiros;Rustam Khabilov;TKO - Doctor's Stoppage;0.5
Jon Jones;Chael Sonnen;Jon Jones;KO/TKO;0.5
Phil Davis;Vinny Magalhaes;Phil Davis;Decision - Unanimous;1.0
Gian Villante;Ovince Saint Preux;Ovince Saint Preux;Decision - Majority;1.0
Sara McMann;Sheila Gaff;Sara McMann;KO/TKO;0.5
Roy Nelson;Cheick Kongo;Roy Nelson;KO/TKO;0.5
Michael Bisping;Alan Belcher;Michael Bisping;Decision - Unanimous;1.0
Jim Miller;Pat Healy;;Overturned;2.0
Steven Siler;Kurt Holobaugh;Steven Siler;Decision - Unanimous;1.0
Bryan Caraway;Johnny Bedford;Bryan Caraway;Submission;0.5
Leonard Garcia;Cody McKenzie;Cody McKenzie;Decision - Unanimous;1.0
Chad Mendes;Darren Elkins;Chad Mendes;KO/TKO;0.5
Benson Henderson;Gilbert Melendez;Benson Henderson;Decision - Split;1.0
Francis Carmont;Lorenz Larkin;Francis Carmont;Decision - Unanimous;1.0
Ramsey Nijem;Myles Jury;Myles Jury;KO/TKO;0.5
Nate Diaz;Josh Thomson;Josh Thomson;KO/TKO;0.5
Frank Mir;Daniel Cormier;Daniel Cormier;Decision - Unanimous;1.0
Joseph Benavidez;Darren Uyenoyama;Joseph Benavidez;KO/TKO;0.5
Matt Brown;Jordan Mein;Matt Brown;KO/TKO;0.5
Tim Means;Jorge Masvidal;Jorge Masvidal;Decision - Unanimous;1.0
TJ Dillashaw;Hugo Viana;TJ Dillashaw;KO/TKO;0.5
Anthony Njokuani;Roger Bowling;Anthony Njokuani;KO/TKO;0.5
Clifford Starks;Yoel Romero;Yoel Romero;KO/TKO;0.5
Robert McDaniel;Gilbert Smith;Robert McDaniel;Submission;0.5
Uriah Hall;Kelvin Gastelum;Kelvin Gastelum;Decision - Split;1.0
Luke Barnatt;Collin Hart;Luke Barnatt;Decision - Unanimous;1.0
Josh Samman;Kevin Casey;Josh Samman;KO/TKO;0.5
Urijah Faber;Scott Jorgensen;Urijah Faber;Submission;0.5
Travis Browne;Gabriel Gonzaga;Travis Browne;KO/TKO;0.5
Miesha Tate;Cat Zingano;Cat Zingano;KO/TKO;0.5
Dylan Andrews;Jimmy Quinlan;Dylan Andrews;KO/TKO;0.5
Justin Lawrence;Daniel Pineda;Daniel Pineda;Submission;0.5
Bristol Marunde;Clint Hester;Clint Hester;KO/TKO;0.5
Sam Sicilia;Maximo Blanco;Maximo Blanco;Decision - Unanimous;1.0
Cole Miller;Bart Palaszewski;Cole Miller;Submission;0.5
Ryan Couture;Ross Pearson;Ross Pearson;KO/TKO;0.5
Reza Madadi;Michael Johnson;Reza Madadi;Submission;0.5
Matt Mitrione;Philip De Fries;Matt Mitrione;KO/TKO;0.5
Diego Brandao;Pablo Garza;Diego Brandao;Submission;0.5
Gegard Mousasi;Ilir Latifi;Gegard Mousasi;Decision - Unanimous;1.0
Tor Troeng;Adam Cella;Tor Troeng;Submission;0.5
Brad Pickett;Mike Easton;Brad Pickett;Decision - Split;1.0
Akira Corassani;Robert Peralta;Akira Corassani;Decision - Unanimous;1.0
Chris Spang;Adlan Amagov;Adlan Amagov;Decision - Unanimous;1.0
Marcus Brimage;Conor McGregor;Conor McGregor;KO/TKO;0.5
Ben Alloway;Ryan LaFlare;Ryan LaFlare;Decision - Unanimous;1.0
Michael Kuiper;Tom Lawlor;Tom Lawlor;Submission;0.5
Papy Abedi;Besam Yousef;Papy Abedi;Decision - Split;1.0
Jake Ellenberger;Nate Marquardt;Jake Ellenberger;KO/TKO;0.5
Antonio Carvalho;Darren Elkins;Darren Elkins;KO/TKO;0.5
Mike Ricci;Colin Fletcher;Mike Ricci;Decision - Unanimous;1.0
Patrick Cote;Bobby Voelker;Patrick Cote;Decision - Unanimous;1.0
Carlos Condit;Johny Hendricks;Johny Hendricks;Decision - Unanimous;1.0
Dan Miller;Jordan Mein;Jordan Mein;KO/TKO;0.5
Georges St-Pierre;Nick Diaz;Georges St-Pierre;Decision - Unanimous;1.0
Nick Ring;Chris Camozzi;Chris Camozzi;Decision - Split;1.0
TJ Dillashaw;Issei Tamura;TJ Dillashaw;KO/TKO;0.5
Rick Story;Quinn Mulhern;Rick Story;KO/TKO;0.5
John Makdessi;Daron Cruickshank;John Makdessi;Decision - Unanimous;1.0
George Roop;Reuben Duran;George Roop;Decision - Unanimous;1.0
Takeya Mizugaki;Bryan Caraway;Takeya Mizugaki;Decision - Split;1.0
Yushin Okami;Hector Lombard;Yushin Okami;Decision - Split;1.0
Riki Fukuda;Brad Tavares;Brad Tavares;Decision - Unanimous;1.0
Takanori Gomi;Diego Sanchez;Diego Sanchez;Decision - Split;1.0
Dong Hyun Kim;Siyar Bahadurzada;Dong Hyun Kim;Decision - Unanimous;1.0
Wanderlei Silva;Brian Stann;Wanderlei Silva;KO/TKO;0.5
Mizuto Hirota;Rani Yahya;Rani Yahya;Decision - Unanimous;1.0
Stefan Struve;Mark Hunt;Mark Hunt;KO/TKO;0.5
Cristiano Marcello;Kazuki Tokudome;Kazuki Tokudome;Decision - Unanimous;1.0
Alex Caceres;Kyung Ho Kang;;Overturned;2.0
Marcelo Guimaraes;Hyun Gyu Lim;Hyun Gyu Lim;KO/TKO;0.5
Ronda Rousey;Liz Carmouche;Ronda Rousey;Submission;0.5
Urijah Faber;Ivan Menjivar;Urijah Faber;Submission;0.5
Lyoto Machida;Dan Henderson;Lyoto Machida;Decision - Split;1.0
Michael Chiesa;Anton Kuivanen;Michael Chiesa;Submission;0.5
Court McGee;Josh Neer;Court McGee;Decision - Unanimous;1.0
Brendan Schaub;Lavar Johnson;Brendan Schaub;Decision - Unanimous;1.0
Josh Koscheck;Robbie Lawler;Robbie Lawler;KO/TKO;0.5
Dennis Bermudez;Matt Grice;Dennis Bermudez;Decision - Split;1.0
Sam Stout;Caros Fodor;Sam Stout;Decision - Split;1.0
Kenny Robertson;Brock Jardine;Kenny Robertson;Submission;0.5
Nah-Shon Burrell;Yuri Villefort;Nah-Shon Burrell;Decision - Unanimous;1.0
Jon Manley;Neil Magny;Neil Magny;Decision - Unanimous;1.0
Cub Swanson;Dustin Poirier;Cub Swanson;Decision - Unanimous;1.0
Renan Barao;Michael McDonald;Renan Barao;Submission;0.5
Paul Sass;Danny Castillo;Danny Castillo;Decision - Unanimous;1.0
Terry Etim;Renee Forte;Renee Forte;Decision - Unanimous;1.0
Jimi Manuwa;Cyrille Diabate;Jimi Manuwa;TKO - Doctor's Stoppage;0.5
James Te Huna;Ryan Jimmo;James Te Huna;Decision - Unanimous;1.0
Gunnar Nelson;Jorge Santiago;Gunnar Nelson;Decision - Unanimous;1.0
Che Mills;Matthew Riddle;;Overturned;2.0
Andy Ogle;Josh Grispi;Andy Ogle;Decision - Unanimous;1.0
Vaughan Lee;Motonobu Tezuka;Vaughan Lee;Decision - Unanimous;1.0
Tom Watson;Stanislav Nedkov;Tom Watson;KO/TKO;0.5
Phil Harris;Ulysses Gomez;Phil Harris;Decision - Unanimous;1.0
Tyron Woodley;Jay Hieron;Tyron Woodley;KO/TKO;0.5
Jose Aldo;Frankie Edgar;Jose Aldo;Decision - Unanimous;1.0
Rashad Evans;Rogerio Nogueira;Rogerio Nogueira;Decision - Unanimous;1.0
Jon Fitch;Demian Maia;Demian Maia;Decision - Unanimous;1.0
Joseph Benavidez;Ian McCall;Joseph Benavidez;Decision - Unanimous;1.0
Jacob Volkmann;Bobby Green;Bobby Green;Submission;0.5
Alistair Overeem;Antonio Silva;Antonio Silva;KO/TKO;0.5
Gleison Tibau;Evan Dunham;Evan Dunham;Decision - Split;1.0
Chico Camus;Dustin Kimura;Dustin Kimura;Submission;0.5
Edwin Figueroa;Francisco Rivera;Francisco Rivera;KO/TKO;0.5
Yves Edwards;Isaac Vallie-Flagg;Isaac Vallie-Flagg;Decision - Split;1.0
Anthony Pettis;Donald Cerrone;Anthony Pettis;KO/TKO;0.5
Mike Stumpf;Pascal Krauss;Pascal Krauss;Decision - Unanimous;1.0
Clay Guida;Hatsu Hioki;Clay Guida;Decision - Split;1.0
Ryan Bader;Vladimir Matyushenko;Ryan Bader;Submission;0.5
TJ Grant;Matt Wiman;TJ Grant;KO/TKO;0.5
Quinton Jackson;Glover Teixeira;Glover Teixeira;Decision - Unanimous;1.0
Erik Koch;Ricardo Lamas;Ricardo Lamas;KO/TKO;0.5
Demetrious Johnson;John Dodson;Demetrious Johnson;Decision - Unanimous;1.0
Mike Russow;Shawn Jordan;Shawn Jordan;KO/TKO;0.5
Rafael Natal;Sean Spencer;Rafael Natal;Submission;0.5
Simeon Thoresen;David Mitchell;David Mitchell;Decision - Unanimous;1.0
Edson Barboza;Lucas Martins;Edson Barboza;KO/TKO;0.5
Gabriel Gonzaga;Ben Rothwell;Gabriel Gonzaga;Submission;0.5
Godofredo Pepey;Milton Vieira;Godofredo Pepey;Decision - Split;1.0
Vitor Belfort;Michael Bisping;Vitor Belfort;KO/TKO;0.5
Ronny Markes;Andrew Craig;Ronny Markes;Decision - Unanimous;1.0
Daniel Sarafian;CB Dollaway;CB Dollaway;Decision - Split;1.0
Diego Nunes;Nik Lentz;Nik Lentz;Decision - Unanimous;1.0
Thiago Tavares;Khabib Nurmagomedov;Khabib Nurmagomedov;KO/TKO;0.5
Francisco Trinaldo;CJ Keith;Francisco Trinaldo;Submission;0.5
Wagner Prado;Ildemar Alcantara;Ildemar Alcantara;Submission;0.5
Iuri Alcantara;Pedro Nobre;;Could Not Continue;2.0
Melvin Guillard;Jamie Varner;Jamie Varner;Decision - Split;1.0
Brad Pickett;Eddie Wineland;Eddie Wineland;Decision - Split;1.0
Jim Miller;Joe Lauzon;Jim Miller;Decision - Unanimous;1.0
Erik Perez;Byron Bloodworth;Erik Perez;KO/TKO;0.5
Tim Boetsch;Constantinos Philippou;Constantinos Philippou;KO/TKO;0.5
Junior Dos Santos;Cain Velasquez;Cain Velasquez;Decision - Unanimous;1.0
Chris Leben;Derek Brunson;Derek Brunson;Decision - Unanimous;1.0
Yushin Okami;Alan Belcher;Yushin Okami;Decision - Unanimous;1.0
Michael Johnson;Myles Jury;Myles Jury;Decision - Unanimous;1.0
Leonard Garcia;Max Holloway;Max Holloway;Decision - Split;1.0
Philip De Fries;Todd Duffee;Todd Duffee;KO/TKO;0.5
Chris Cariaso;John Moraga;John Moraga;Submission;0.5
Roy Nelson;Matt Mitrione;Roy Nelson;KO/TKO;0.5
Colton Smith;Mike Ricci;Colton Smith;Decision - Unanimous;1.0
TJ Waldburger;Nick Catone;TJ Waldburger;Submission;0.5
Dustin Poirier;Jonathan Brookins;Dustin Poirier;Submission;0.5
Johnny Bedford;Marcos Vinicius;Johnny Bedford;KO/TKO;0.5
Mike Pyle;James Head;Mike Pyle;KO/TKO;0.5
Pat Barry;Shane del Rosario;Pat Barry;KO/TKO;0.5
Reuben Duran;Hugo Viana;Hugo Viana;KO/TKO;0.5
Vinc Pichel;Rustam Khabilov;Rustam Khabilov;KO/TKO;0.5
Jared Papazian;Tim Elliott;Tim Elliott;Decision - Unanimous;1.0
Mike Rio;John Cofer;Mike Rio;Submission;0.5
Colin Fletcher;Norman Parke;Norman Parke;Decision - Unanimous;1.0
Robert Whittaker;Brad Scott;Robert Whittaker;Decision - Unanimous;1.0
Ben Alloway;Manuel Rodriguez;Ben Alloway;KO/TKO;0.5
Mike Pierce;Seth Baczynski;Mike Pierce;Decision - Unanimous;1.0
Hector Lombard;Rousimar Palhares;Hector Lombard;KO/TKO;0.5
George Sotiropoulos;Ross Pearson;Ross Pearson;KO/TKO;0.5
Igor Pokrajac;Joey Beltran;;Overturned;2.0
Chad Mendes;Yaotzin Meza;Chad Mendes;KO/TKO;0.5
Brendan Loughnane;Mike Wilkinson;Mike Wilkinson;Decision - Unanimous;1.0
Nick Penner;Cody Donovan;Cody Donovan;KO/TKO;0.5
Raphael Assuncao;Mike Easton;Raphael Assuncao;Decision - Unanimous;1.0
Ramsey Nijem;Joe Proctor;Ramsey Nijem;Decision - Unanimous;1.0
Daron Cruickshank;Henry Martinez;Daron Cruickshank;KO/TKO;0.5
Mauricio Rua;Alexander Gustafsson;Alexander Gustafsson;Decision - Unanimous;1.0
BJ Penn;Rory MacDonald;Rory MacDonald;Decision - Unanimous;1.0
Mike Swick;Matt Brown;Matt Brown;KO/TKO;0.5
Benson Henderson;Nate Diaz;Benson Henderson;Decision - Unanimous;1.0
Dennis Siver;Nam Phan;Dennis Siver;Decision - Unanimous;1.0
Yves Edwards;Jeremy Stephens;Yves Edwards;KO/TKO;0.5
Marcus LeVesseur;Abel Trujillo;Abel Trujillo;KO/TKO;0.5
Scott Jorgensen;John Albert;Scott Jorgensen;Submission;0.5
Sam Stout;John Makdessi;John Makdessi;Decision - Unanimous;1.0
Patrick Cote;Alessio Sakara;Patrick Cote;DQ;2.0
Cyrille Diabate;Chad Griggs;Cyrille Diabate;Submission;0.5
Mark Hominick;Pablo Garza;Pablo Garza;Decision - Unanimous;1.0
Johny Hendricks;Martin Kampmann;Johny Hendricks;KO/TKO;0.5
Francis Carmont;Tom Lawlor;Francis Carmont;Decision - Split;1.0
Georges St-Pierre;Carlos Condit;Georges St-Pierre;Decision - Unanimous;1.0
Mark Bocek;Rafael Dos Anjos;Rafael Dos Anjos;Decision - Unanimous;1.0
Ivan Menjivar;Azamat Gashimov;Ivan Menjivar;Submission;0.5
Antonio Carvalho;Rodrigo Damm;Antonio Carvalho;Decision - Split;1.0
Matthew Riddle;John Maguire;Matthew Riddle;Decision - Unanimous;1.0
Steven Siler;Darren Elkins;Darren Elkins;Decision - Unanimous;1.0
Yasuhiro Urushitani;John Lineker;John Lineker;Decision - Unanimous;1.0
Takanori Gomi;Mac Danzig;Takanori Gomi;Decision - Split;1.0
Takeya Mizugaki;Jeff Hougland;Takeya Mizugaki;Decision - Unanimous;1.0
Thiago Silva;Stanislav Nedkov;;Overturned;2.0
Rich Franklin;Cung Le;Cung Le;KO/TKO;0.5
Alex Caceres;Motonobu Tezuka;Alex Caceres;Decision - Split;1.0
Zhang Tiequan;Jon Tuck;Jon Tuck;Decision - Unanimous;1.0
Dong Hyun Kim;Paulo Thiago;Dong Hyun Kim;Decision - Unanimous;1.0
Riki Fukuda;Tom DeBlass;Riki Fukuda;Decision - Unanimous;1.0
Demian Maia;Rick Story;Demian Maia;Submission;0.5
Gleison Tibau;Francisco Trinaldo;Gleison Tibau;Decision - Unanimous;1.0
Glover Teixeira;Fabio Maldonado;Glover Teixeira;TKO - Doctor's Stoppage;0.5
Jon Fitch;Erick Silva;Jon Fitch;Decision - Unanimous;1.0
Anderson Silva;Stephan Bonnar;Anderson Silva;KO/TKO;0.5
Phil Davis;Wagner Prado;Phil Davis;Submission;0.5
Antonio Rodrigo Nogueira;Dave Herman;Antonio Rodrigo Nogueira;Submission;0.5
Rony Jason;Sam Sicilia;Rony Jason;KO/TKO;0.5
Cristiano Marcello;Reza Madadi;Cristiano Marcello;Decision - Split;1.0
Sergio Moraes;Renee Forte;Sergio Moraes;Submission;0.5
Diego Brandao;Joey Gambino;Diego Brandao;Decision - Unanimous;1.0
Luiz Cane;Chris Camozzi;Chris Camozzi;Decision - Unanimous;1.0
Travis Browne;Antonio Silva;Antonio Silva;KO/TKO;0.5
Josh Neer;Justin Edwards;Justin Edwards;Submission;0.5
Marcus LeVesseur;Carlo Prater;Marcus LeVesseur;Decision - Split;1.0
Aaron Simpson;Mike Pierce;Mike Pierce;KO/TKO;0.5
Jake Ellenberger;Jay Hieron;Jake Ellenberger;Decision - Unanimous;1.0
Jacob Volkmann;Shane Roller;Jacob Volkmann;Submission;0.5
Michael Johnson;Danny Castillo;Michael Johnson;KO/TKO;0.5
John Dodson;Jussier Formiga;John Dodson;KO/TKO;0.5
Bart Palaszewski;Diego Nunes;Diego Nunes;Decision - Unanimous;1.0
Darren Uyenoyama;Phil Harris;Darren Uyenoyama;Submission;0.5
Stefan Struve;Stipe Miocic;Stefan Struve;KO/TKO;0.5
Andy Ogle;Akira Corassani;Akira Corassani;Decision - Split;1.0
Kyle Kingsbury;Jimi Manuwa;Jimi Manuwa;TKO - Doctor's Stoppage;0.5
Brad Pickett;Yves Jabouin;Brad Pickett;KO/TKO;0.5
Paul Sass;Matt Wiman;Matt Wiman;Submission;0.5
Che Mills;Duane Ludwig;Che Mills;KO/TKO;0.5
Dan Hardy;Amir Sadollah;Dan Hardy;Decision - Unanimous;1.0
John Hathaway;John Maguire;John Hathaway;Decision - Unanimous;1.0
Tom Watson;Brad Tavares;Brad Tavares;Decision - Split;1.0
DaMarques Johnson;Gunnar Nelson;Gunnar Nelson;Submission;0.5
Jason Young;Robert Peralta;Robert Peralta;KO/TKO;0.5
Igor Pokrajac;Vinny Magalhaes;Vinny Magalhaes;Submission;0.5
Jon Jones;Vitor Belfort;Jon Jones;Submission;0.5
Sean Pierson;Lance Benoist;Sean Pierson;Decision - Unanimous;1.0
Cub Swanson;Charles Oliveira;Cub Swanson;KO/TKO;0.5
Joseph Benavidez;Demetrious Johnson;Demetrious Johnson;Decision - Split;1.0
TJ Grant;Evan Dunham;TJ Grant;Decision - Unanimous;1.0
Michael Bisping;Brian Stann;Michael Bisping;Decision - Unanimous;1.0
Matt Hamill;Roger Hollett;Matt Hamill;Decision - Unanimous;1.0
Jimy Hettes;Marcus Brimage;Marcus Brimage;Decision - Unanimous;1.0
Seth Baczynski;Simeon Thoresen;Seth Baczynski;KO/TKO;0.5
Mitch Gagnon;Walel Watson;Mitch Gagnon;Submission;0.5
Kyle Noke;Charlie Brenneman;Kyle Noke;KO/TKO;0.5
Justin Lawrence;Max Holloway;Max Holloway;KO/TKO;0.5
Benson Henderson;Frankie Edgar;Benson Henderson;Decision - Split;1.0
Dennis Bermudez;Tommy Hayden;Dennis Bermudez;Submission;0.5
Donald Cerrone;Melvin Guillard;Donald Cerrone;KO/TKO;0.5
Jake Shields;Ed Herman;;Overturned;2.0
Ken Stone;Erik Perez;Erik Perez;KO/TKO;0.5
Yushin Okami;Buddy Roberts;Yushin Okami;KO/TKO;0.5
Jared Hamman;Michael Kuiper;Michael Kuiper;KO/TKO;0.5
Nik Lentz;Eiji Mitsuoka;Nik Lentz;KO/TKO;0.5
Dustin Pague;Chico Camus;Chico Camus;Decision - Unanimous;1.0
Josh Grispi;Rani Yahya;Rani Yahya;Submission;0.5
Philip De Fries;Oli Thompson;Philip De Fries;Submission;0.5
Joe Lauzon;Jamie Varner;Joe Lauzon;Submission;0.5
Lyoto Machida;Ryan Bader;Lyoto Machida;KO/TKO;0.5
Cole Miller;Nam Phan;Nam Phan;Decision - Split;1.0
Mike Swick;DaMarques Johnson;Mike Swick;KO/TKO;0.5
Mauricio Rua;Brandon Vera;Mauricio Rua;KO/TKO;0.5
Phil Davis;Wagner Prado;;Could Not Continue;2.0
John Moraga;Ulysses Gomez;John Moraga;KO/TKO;0.5
Manvel Gamburyan;Michihiro Omigawa;Manvel Gamburyan;Decision - Unanimous;1.0
Anthony Perosh;Ryan Jimmo;Ryan Jimmo;KO/TKO;0.5
Roland Delorme;Francisco Rivera;;Overturned;2.0
Brian Ebersole;James Head;James Head;Decision - Split;1.0
Chris Clements;Matthew Riddle;;Overturned;2.0
Court McGee;Nick Ring;Nick Ring;Decision - Unanimous;1.0
Hector Lombard;Tim Boetsch;Tim Boetsch;Decision - Split;1.0
Cheick Kongo;Shawn Jordan;Cheick Kongo;Decision - Unanimous;1.0
Urijah Faber;Renan Barao;Renan Barao;Decision - Unanimous;1.0
Antonio Carvalho;Daniel Pineda;Antonio Carvalho;KO/TKO;0.5
Bryan Caraway;Mitch Gagnon;Bryan Caraway;Submission;0.5
Mitch Clarke;Anton Kuivanen;Anton Kuivanen;Decision - Split;1.0
Damacio Page;Alex Caceres;Alex Caceres;Submission;0.5
Aaron Simpson;Kenny Robertson;Aaron Simpson;Decision - Unanimous;1.0
Chris Cariaso;Josh Ferguson;Chris Cariaso;Decision - Unanimous;1.0
TJ Dillashaw;Vaughan Lee;TJ Dillashaw;Submission;0.5
James Te Huna;Joey Beltran;James Te Huna;Decision - Unanimous;1.0
Mark Munoz;Chris Weidman;Chris Weidman;KO/TKO;0.5
Rafael Dos Anjos;Anthony Njokuani;Rafael Dos Anjos;Decision - Unanimous;1.0
Karlos Vemola;Francis Carmont;Francis Carmont;Submission;0.5
Rafael Natal;Andrew Craig;Andrew Craig;KO/TKO;0.5
Marcelo Guimaraes;Dan Stittgen;Marcelo Guimaraes;Decision - Split;1.0
Raphael Assuncao;Issei Tamura;Raphael Assuncao;KO/TKO;0.5
Chad Mendes;Cody McKenzie;Chad Mendes;KO/TKO;0.5
Dong Hyun Kim;Demian Maia;Demian Maia;KO/TKO;0.5
Anderson Silva;Chael Sonnen;Anderson Silva;KO/TKO;0.5
Melvin Guillard;Fabricio Camoes;Melvin Guillard;Decision - Unanimous;1.0
Gleison Tibau;Khabib Nurmagomedov;Khabib Nurmagomedov;Decision - Unanimous;1.0
Ivan Menjivar;Mike Easton;Mike Easton;Decision - Unanimous;1.0
Cung Le;Patrick Cote;Cung Le;Decision - Unanimous;1.0
Forrest Griffin;Tito Ortiz;Forrest Griffin;Decision - Unanimous;1.0
Constantinos Philippou;Riki Fukuda;Constantinos Philippou;Decision - Unanimous;1.0
John Alessio;Shane Roller;Shane Roller;Decision - Unanimous;1.0
Rafaello Oliveira;Yoislandy Izquierdo;Rafaello Oliveira;Decision - Unanimous;1.0
Cezar Ferreira;Sergio Moraes;Cezar Ferreira;Decision - Unanimous;1.0
Godofredo Pepey;Rony Jason;Rony Jason;Decision - Unanimous;1.0
Wanderlei Silva;Rich Franklin;Rich Franklin;Decision - Unanimous;1.0
Fabricio Werdum;Mike Russow;Fabricio Werdum;KO/TKO;0.5
John Teixeira;Hugo Viana;Hugo Viana;Decision - Split;1.0
Delson Heleno;Francisco Trinaldo;Francisco Trinaldo;KO/TKO;0.5
Iuri Alcantara;Hacran Dias;Hacran Dias;Decision - Unanimous;1.0
Anistavio Medeiros;Rodrigo Damm;Rodrigo Damm;Submission;0.5
Marcos Vinicius;Wagner Campos;Marcos Vinicius;KO/TKO;0.5
Thiago Perpetuo;Leonardo Mafra;Thiago Perpetuo;KO/TKO;0.5
Felipe Arantes;Milton Vieira;;Decision - Split;1.0
Ross Pearson;Cub Swanson;Cub Swanson;KO/TKO;0.5
Brian Ebersole;TJ Waldburger;Brian Ebersole;Decision - Unanimous;1.0
Hatsu Hioki;Ricardo Lamas;Ricardo Lamas;Decision - Unanimous;1.0
Steven Siler;Joey Gambino;Steven Siler;Submission;0.5
Gray Maynard;Clay Guida;Gray Maynard;Decision - Split;1.0
Rick Story;Brock Jardine;Rick Story;Decision - Unanimous;1.0
Sam Stout;Spencer Fisher;Sam Stout;Decision - Unanimous;1.0
Ramsey Nijem;CJ Keith;Ramsey Nijem;KO/TKO;0.5
Ken Stone;Dustin Pague;Ken Stone;Decision - Split;1.0
Matt Brown;Luis Ramos;Matt Brown;KO/TKO;0.5
Nick Catone;Chris Camozzi;Chris Camozzi;TKO - Doctor's Stoppage;0.5
Dan Miller;Ricardo Funch;Dan Miller;Submission;0.5
Erick Silva;Charlie Brenneman;Erick Silva;Submission;0.5
Mike Pyle;Josh Neer;Mike Pyle;KO/TKO;0.5
Seth Baczynski;Lance Benoist;Seth Baczynski;Decision - Split;1.0
Eddie Wineland;Scott Jorgensen;Eddie Wineland;KO/TKO;0.5
Dustin Pague;Jared Papazian;Dustin Pague;Submission;0.5
Demetrious Johnson;Ian McCall;Demetrious Johnson;Decision - Unanimous;1.0
Leonard Garcia;Matt Grice;Matt Grice;Decision - Unanimous;1.0
Mike Pierce;Carlos Eduardo Rocha;Mike Pierce;Decision - Unanimous;1.0
Buddy Roberts;Caio Magalhaes;Buddy Roberts;Decision - Unanimous;1.0
Henry Martinez;Bernardo Magalhaes;Henry Martinez;Decision - Split;1.0
Jake Hecht;Sean Pierson;Sean Pierson;Decision - Unanimous;1.0
Tim Means;Justin Salas;Tim Means;KO/TKO;0.5
Jonathan Brookins;Charles Oliveira;Charles Oliveira;Submission;0.5
Cristiano Marcello;Sam Sicilia;Sam Sicilia;KO/TKO;0.5
Jake Ellenberger;Martin Kampmann;Martin Kampmann;KO/TKO;0.5
Max Holloway;Pat Schilling;Max Holloway;Decision - Unanimous;1.0
Justin Lawrence;John Cofer;Justin Lawrence;KO/TKO;0.5
Michael Chiesa;Al Iaquinta;Michael Chiesa;Submission;0.5
Daron Cruickshank;Chris Tickle;Daron Cruickshank;Decision - Unanimous;1.0
Myles Jury;Chris Saunders;Myles Jury;Submission;0.5
John Albert;Erik Perez;Erik Perez;Submission;0.5
Joe Proctor;Jeremy Larsen;Joe Proctor;KO/TKO;0.5
Stipe Miocic;Shane del Rosario;Stipe Miocic;KO/TKO;0.5
Cain Velasquez;Antonio Silva;Cain Velasquez;KO/TKO;0.5
Edson Barboza;Jamie Varner;Jamie Varner;KO/TKO;0.5
Jason Miller;CB Dollaway;CB Dollaway;Decision - Unanimous;1.0
Stefan Struve;Lavar Johnson;Stefan Struve;Submission;0.5
Junior Dos Santos;Frank Mir;Junior Dos Santos;KO/TKO;0.5
Dan Hardy;Duane Ludwig;Dan Hardy;KO/TKO;0.5
Roy Nelson;Dave Herman;Roy Nelson;KO/TKO;0.5
Diego Brandao;Darren Elkins;Darren Elkins;Decision - Unanimous;1.0
Kyle Kingsbury;Glover Teixeira;Glover Teixeira;Submission;0.5
Jacob Volkmann;Paul Sass;Paul Sass;Submission;0.5
Mike Brown;Daniel Pineda;Mike Brown;Decision - Unanimous;1.0
Cody McKenzie;Marcus LeVesseur;Cody McKenzie;Submission;0.5
Donald Cerrone;Jeremy Stephens;Donald Cerrone;Decision - Unanimous;1.0
Yves Jabouin;Jeff Hougland;Yves Jabouin;Decision - Unanimous;1.0
Amir Sadollah;Jorge Lopez;Amir Sadollah;Decision - Split;1.0
Jason MacDonald;Tom Lawlor;Tom Lawlor;KO/TKO;0.5
Igor Pokrajac;Fabio Maldonado;Igor Pokrajac;Decision - Unanimous;1.0
Brad Tavares;Dongi Yang;Brad Tavares;Decision - Unanimous;1.0
Chan Sung Jung;Dustin Poirier;Chan Sung Jung;Submission;0.5
TJ Grant;Carlo Prater;TJ Grant;Decision - Unanimous;1.0
Rafael Dos Anjos;Kamal Shalorus;Rafael Dos Anjos;Submission;0.5
Jeff Curran;Johnny Eduardo;Johnny Eduardo;Decision - Unanimous;1.0
Alex Soto;Francisco Rivera;Francisco Rivera;Decision - Unanimous;1.0
Rousimar Palhares;Alan Belcher;Alan Belcher;KO/TKO;0.5
John Dodson;Tim Elliott;John Dodson;Decision - Unanimous;1.0
John Hathaway;Pascal Krauss;John Hathaway;Decision - Unanimous;1.0
Tony Ferguson;Michael Johnson;Michael Johnson;Decision - Unanimous;1.0
Nate Diaz;Jim Miller;Nate Diaz;Submission;0.5
Josh Koscheck;Johny Hendricks;Johny Hendricks;Decision - Split;1.0
Pat Barry;Lavar Johnson;Lavar Johnson;KO/TKO;0.5
Louis Gaudinot;John Lineker;Louis Gaudinot;Submission;0.5
Danny Castillo;John Cholish;Danny Castillo;Decision - Unanimous;1.0
Mike Massenzio;Karlos Vemola;Karlos Vemola;Submission;0.5
Dennis Bermudez;Pablo Garza;Dennis Bermudez;Decision - Unanimous;1.0
